updatetime,vehiclecount,totalspaces,garagecode,streamtime,switch
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,849.0,1240.0,3,1618,1
1676,441.0,953.0,4,1618,1
1676,110.0,130.0,5,1618,1
1676,238.0,400.0,6,1618,1
1676,122.0,210.0,7,1618,1
1676,471.0,700.0,8,1618,1
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,869.0,1240.0,3,1618,1
1646,473.0,953.0,4,1618,1
1646,111.0,130.0,5,1618,1
1646,260.0,400.0,6,1618,1
1646,122.0,210.0,7,1618,1
1646,520.0,700.0,8,1618,1
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,882.0,1240.0,3,1618,1
1676,487.0,953.0,4,1618,1
1676,110.0,130.0,5,1618,1
1676,272.0,400.0,6,1618,1
1676,118.0,210.0,7,1618,1
1676,520.0,700.0,8,1618,1
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,870.0,1240.0,3,1618,1
1646,474.0,953.0,4,1618,1
1646,114.0,130.0,5,1618,1
1646,289.0,400.0,6,1618,1
1646,115.0,210.0,7,1618,1
1646,523.0,700.0,8,1618,1
1676,529.0,700.0,8,1618,1
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,856.0,1240.0,3,1618,1
1676,490.0,953.0,4,1618,1
1676,113.0,130.0,5,1618,1
1676,292.0,400.0,6,1618,1
1676,115.0,210.0,7,1618,1
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,859.0,1240.0,3,1618,1
1646,509.0,953.0,4,1618,1
1646,119.0,130.0,5,1618,1
1646,296.0,400.0,6,1618,1
1646,122.0,210.0,7,1618,1
1646,529.0,700.0,8,1618,1
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,847.0,1240.0,3,1618,1
1676,495.0,953.0,4,1618,1
1676,117.0,130.0,5,1618,1
1676,307.0,400.0,6,1618,1
1676,115.0,210.0,7,1618,1
1676,518.0,700.0,8,1618,1
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,815.0,1240.0,3,1618,1
1646,466.0,953.0,4,1618,1
1646,110.0,130.0,5,1618,1
1646,288.0,400.0,6,1618,1
1646,104.0,210.0,7,1618,1
1646,519.0,700.0,8,1618,1
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,787.0,1240.0,3,1618,1
1676,472.0,953.0,4,1618,1
1676,113.0,130.0,5,1618,1
1676,264.0,400.0,6,1618,1
1676,95.0,210.0,7,1618,1
1676,487.0,700.0,8,1618,1
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,697.0,1240.0,3,1618,1
1646,442.0,953.0,4,1618,1
1646,97.0,130.0,5,1618,1
1646,245.0,400.0,6,1618,1
1646,70.0,210.0,7,1618,1
1646,448.0,700.0,8,1618,1
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,597.0,1240.0,3,1618,1
1676,400.0,953.0,4,1618,1
1676,99.0,130.0,5,1618,1
1676,218.0,400.0,6,1618,1
1676,59.0,210.0,7,1618,1
1676,395.0,700.0,8,1618,1
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,461.0,1240.0,3,1618,1
1646,400.0,953.0,4,1618,1
1646,92.0,130.0,5,1618,1
1646,186.0,400.0,6,1618,1
1646,52.0,210.0,7,1618,1
1646,351.0,700.0,8,1618,1
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,369.0,1240.0,3,1618,1
1676,363.0,953.0,4,1618,1
1676,90.0,130.0,5,1618,1
1676,174.0,400.0,6,1618,1
1676,48.0,210.0,7,1618,1
1676,309.0,700.0,8,1618,1
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,312.0,1240.0,3,1618,1
1646,360.0,953.0,4,1618,1
1646,90.0,130.0,5,1618,1
1646,168.0,400.0,6,1618,1
1646,45.0,210.0,7,1618,1
1646,264.0,700.0,8,1618,1
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,295.0,1240.0,3,1618,1
1676,328.0,953.0,4,1618,1
1676,79.0,130.0,5,1618,1
1676,126.0,400.0,6,1618,1
1676,44.0,210.0,7,1618,1
1676,217.0,700.0,8,1618,1
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,296.0,1240.0,3,1618,1
1646,298.0,953.0,4,1618,1
1646,82.0,130.0,5,1618,1
1646,108.0,400.0,6,1618,1
1646,39.0,210.0,7,1618,0
1646,176.0,700.0,8,1618,1
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,277.0,1240.0,3,1618,1
1676,269.0,953.0,4,1618,1
1676,84.0,130.0,5,1618,1
1676,104.0,400.0,6,1618,1
1676,39.0,210.0,7,1618,0
1676,143.0,700.0,8,1618,1
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,268.0,1240.0,3,1618,1
1646,206.0,953.0,4,1618,1
1646,94.0,130.0,5,1618,1
1646,96.0,400.0,6,1618,1
1646,37.0,210.0,7,1618,0
1646,123.0,700.0,8,1618,0
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,258.0,1240.0,3,1618,1
1676,176.0,953.0,4,1618,0
1676,94.0,130.0,5,1618,1
1676,87.0,400.0,6,1618,1
1676,35.0,210.0,7,1618,0
1676,110.0,700.0,8,1618,0
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,262.0,1240.0,3,1618,1
1646,164.0,953.0,4,1618,0
1646,92.0,130.0,5,1618,1
1646,73.0,400.0,6,1618,0
1646,33.0,210.0,7,1618,0
1646,89.0,700.0,8,1618,0
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,260.0,1240.0,3,1618,1
1676,151.0,953.0,4,1618,0
1676,92.0,130.0,5,1618,1
1676,59.0,400.0,6,1618,0
1676,33.0,210.0,7,1618,0
1676,83.0,700.0,8,1618,0
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,247.0,1240.0,3,1618,0
1646,129.0,953.0,4,1618,0
1646,81.0,130.0,5,1618,1
1646,48.0,400.0,6,1618,0
1646,30.0,210.0,7,1618,0
1646,77.0,700.0,8,1618,0
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,227.0,1240.0,3,1618,0
1676,90.0,953.0,4,1618,0
1676,71.0,130.0,5,1618,1
1676,38.0,400.0,6,1618,0
1676,31.0,210.0,7,1618,0
1676,70.0,700.0,8,1618,0
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,186.0,1240.0,3,1618,0
1646,80.0,953.0,4,1618,0
1646,63.0,130.0,5,1618,1
1646,30.0,400.0,6,1618,0
1646,28.0,210.0,7,1618,0
1646,66.0,700.0,8,1618,0
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,184.0,1240.0,3,1618,0
1676,74.0,953.0,4,1618,0
1676,56.0,130.0,5,1618,1
1676,23.0,400.0,6,1618,0
1676,28.0,210.0,7,1618,0
1676,63.0,700.0,8,1618,0
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,185.0,1240.0,3,1618,0
1646,71.0,953.0,4,1618,0
1646,52.0,130.0,5,1618,1
1646,21.0,400.0,6,1618,0
1646,28.0,210.0,7,1618,0
1646,60.0,700.0,8,1618,0
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,183.0,1240.0,3,1618,0
1676,55.0,953.0,4,1618,0
1676,49.0,130.0,5,1618,1
1676,21.0,400.0,6,1618,0
1676,28.0,210.0,7,1618,0
1676,60.0,700.0,8,1618,0
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,184.0,1240.0,3,1618,0
1646,22.0,953.0,4,1618,0
1646,48.0,130.0,5,1618,1
1646,21.0,400.0,6,1618,0
1646,29.0,210.0,7,1618,0
1646,58.0,700.0,8,1618,0
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,183.0,1240.0,3,1618,0
1676,22.0,953.0,4,1618,0
1676,46.0,130.0,5,1618,1
1676,21.0,400.0,6,1618,0
1676,29.0,210.0,7,1618,0
1676,58.0,700.0,8,1618,0
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,182.0,1240.0,3,1618,0
1646,10.0,953.0,4,1618,0
1646,45.0,130.0,5,1618,1
1646,21.0,400.0,6,1618,0
1646,29.0,210.0,7,1618,0
1646,58.0,700.0,8,1618,0
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,182.0,1240.0,3,1618,0
1676,10.0,953.0,4,1618,0
1676,44.0,130.0,5,1618,1
1676,21.0,400.0,6,1618,0
1676,29.0,210.0,7,1618,0
1676,59.0,700.0,8,1618,0
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,182.0,1240.0,3,1618,0
1646,10.0,953.0,4,1618,0
1646,44.0,130.0,5,1618,1
1646,21.0,400.0,6,1618,0
1646,29.0,210.0,7,1618,0
1646,59.0,700.0,8,1618,0
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,182.0,1240.0,3,1618,0
1676,10.0,953.0,4,1618,0
1676,44.0,130.0,5,1618,1
1676,21.0,400.0,6,1618,0
1676,29.0,210.0,7,1618,0
1676,59.0,700.0,8,1618,0
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,182.0,1240.0,3,1618,0
1646,10.0,953.0,4,1618,0
1646,43.0,130.0,5,1618,1
1646,21.0,400.0,6,1618,0
1646,29.0,210.0,7,1618,0
1646,61.0,700.0,8,1618,0
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,182.0,1240.0,3,1618,0
1676,10.0,953.0,4,1618,0
1676,43.0,130.0,5,1618,1
1676,21.0,400.0,6,1618,0
1676,29.0,210.0,7,1618,0
1676,61.0,700.0,8,1618,0
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,182.0,1240.0,3,1618,0
1646,11.0,953.0,4,1618,0
1646,43.0,130.0,5,1618,1
1646,21.0,400.0,6,1618,0
1646,29.0,210.0,7,1618,0
1646,61.0,700.0,8,1618,0
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,183.0,1240.0,3,1618,0
1676,12.0,953.0,4,1618,0
1676,44.0,130.0,5,1618,1
1676,21.0,400.0,6,1618,0
1676,29.0,210.0,7,1618,0
1676,61.0,700.0,8,1618,0
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,184.0,1240.0,3,1618,0
1646,12.0,953.0,4,1618,0
1646,44.0,130.0,5,1618,1
1646,21.0,400.0,6,1618,0
1646,29.0,210.0,7,1618,0
1646,61.0,700.0,8,1618,0
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,189.0,1240.0,3,1618,0
1676,15.0,953.0,4,1618,0
1676,44.0,130.0,5,1618,1
1676,21.0,400.0,6,1618,0
1676,29.0,210.0,7,1618,0
1676,61.0,700.0,8,1618,0
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,196.0,1240.0,3,1618,0
1646,22.0,953.0,4,1618,0
1646,46.0,130.0,5,1618,1
1646,21.0,400.0,6,1618,0
1646,31.0,210.0,7,1618,0
1646,64.0,700.0,8,1618,0
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,212.0,1240.0,3,1618,0
1676,25.0,953.0,4,1618,0
1676,42.0,130.0,5,1618,1
1676,21.0,400.0,6,1618,0
1676,33.0,210.0,7,1618,0
1676,69.0,700.0,8,1618,0
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,247.0,1240.0,3,1618,0
1646,44.0,953.0,4,1618,0
1646,34.0,130.0,5,1618,1
1646,23.0,400.0,6,1618,0
1646,48.0,210.0,7,1618,1
1646,82.0,700.0,8,1618,0
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,333.0,1240.0,3,1618,1
1676,78.0,953.0,4,1618,0
1676,32.0,130.0,5,1618,1
1676,41.0,400.0,6,1618,0
1676,69.0,210.0,7,1618,1
1676,105.0,700.0,8,1618,0
1646,0.0,65.0,1,1618,0
1646,0.0,512.0,2,1618,0
1646,501.0,1240.0,3,1618,1
1646,158.0,953.0,4,1618,0
1646,30.0,130.0,5,1618,1
1646,70.0,400.0,6,1618,0
1646,85.0,210.0,7,1618,1
1646,160.0,700.0,8,1618,1
1676,0.0,65.0,1,1618,0
1676,0.0,512.0,2,1618,0
1676,680.0,1240.0,3,1618,1
1676,222.0,953.0,4,1618,1
1676,48.0,130.0,5,1618,1
1676,103.0,400.0,6,1618,1
1676,95.0,210.0,7,1618,1
1676,228.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,746.0,1240.0,3,1618,1
1630,260.0,953.0,4,1618,1
1630,62.0,130.0,5,1618,1
1630,122.0,400.0,6,1618,1
1630,98.0,210.0,7,1618,1
1630,253.0,700.0,8,1618,1
1660,139.0,400.0,6,1618,1
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,798.0,1240.0,3,1618,1
1660,299.0,953.0,4,1618,1
1660,74.0,130.0,5,1618,1
1660,106.0,210.0,7,1618,1
1660,303.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,830.0,1240.0,3,1618,1
1630,356.0,953.0,4,1618,1
1630,71.0,130.0,5,1618,1
1630,193.0,400.0,6,1618,1
1630,114.0,210.0,7,1618,1
1630,364.0,700.0,8,1618,1
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,828.0,1240.0,3,1618,1
1660,433.0,953.0,4,1618,1
1660,89.0,130.0,5,1618,1
1660,230.0,400.0,6,1618,1
1660,118.0,210.0,7,1618,1
1660,429.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,844.0,1240.0,3,1618,1
1630,491.0,953.0,4,1618,1
1630,118.0,130.0,5,1618,1
1630,245.0,400.0,6,1618,1
1630,122.0,210.0,7,1618,1
1630,474.0,700.0,8,1618,1
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,844.0,1240.0,3,1618,1
1660,530.0,953.0,4,1618,1
1660,124.0,130.0,5,1618,1
1660,277.0,400.0,6,1618,1
1660,119.0,210.0,7,1618,1
1660,500.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,842.0,1240.0,3,1618,1
1630,535.0,953.0,4,1618,1
1630,120.0,130.0,5,1618,1
1630,289.0,400.0,6,1618,1
1630,110.0,210.0,7,1618,1
1630,548.0,700.0,8,1618,1
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,837.0,1240.0,3,1618,1
1660,565.0,953.0,4,1618,1
1660,124.0,130.0,5,1618,1
1660,298.0,400.0,6,1618,1
1660,103.0,210.0,7,1618,1
1660,547.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,833.0,1240.0,3,1618,1
1630,599.0,953.0,4,1618,1
1630,117.0,130.0,5,1618,1
1630,295.0,400.0,6,1618,1
1630,108.0,210.0,7,1618,1
1630,547.0,700.0,8,1618,1
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,820.0,1240.0,3,1618,1
1660,619.0,953.0,4,1618,1
1660,123.0,130.0,5,1618,1
1660,306.0,400.0,6,1618,1
1660,110.0,210.0,7,1618,1
1660,559.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,804.0,1240.0,3,1618,1
1630,623.0,953.0,4,1618,1
1630,115.0,130.0,5,1618,1
1630,316.0,400.0,6,1618,1
1630,106.0,210.0,7,1618,1
1630,547.0,700.0,8,1618,1
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,764.0,1240.0,3,1618,1
1660,617.0,953.0,4,1618,1
1660,114.0,130.0,5,1618,1
1660,313.0,400.0,6,1618,1
1660,99.0,210.0,7,1618,1
1660,519.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,717.0,1240.0,3,1618,1
1630,563.0,953.0,4,1618,1
1630,113.0,130.0,5,1618,1
1630,292.0,400.0,6,1618,1
1630,79.0,210.0,7,1618,1
1630,458.0,700.0,8,1618,1
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,658.0,1240.0,3,1618,1
1660,532.0,953.0,4,1618,1
1660,100.0,130.0,5,1618,1
1660,247.0,400.0,6,1618,1
1660,59.0,210.0,7,1618,1
1660,422.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,588.0,1240.0,3,1618,1
1630,487.0,953.0,4,1618,1
1630,93.0,130.0,5,1618,1
1630,221.0,400.0,6,1618,1
1630,50.0,210.0,7,1618,1
1630,385.0,700.0,8,1618,1
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,432.0,1240.0,3,1618,1
1660,463.0,953.0,4,1618,1
1660,73.0,130.0,5,1618,1
1660,199.0,400.0,6,1618,1
1660,47.0,210.0,7,1618,1
1660,341.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,347.0,1240.0,3,1618,1
1630,418.0,953.0,4,1618,1
1630,89.0,130.0,5,1618,1
1630,190.0,400.0,6,1618,1
1630,43.0,210.0,7,1618,1
1630,329.0,700.0,8,1618,1
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,310.0,1240.0,3,1618,1
1660,376.0,953.0,4,1618,1
1660,96.0,130.0,5,1618,1
1660,162.0,400.0,6,1618,1
1660,41.0,210.0,7,1618,0
1660,307.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,289.0,1240.0,3,1618,1
1630,357.0,953.0,4,1618,1
1630,96.0,130.0,5,1618,1
1630,145.0,400.0,6,1618,1
1630,51.0,210.0,7,1618,1
1630,258.0,700.0,8,1618,1
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,262.0,1240.0,3,1618,1
1660,393.0,953.0,4,1618,1
1660,94.0,130.0,5,1618,1
1660,120.0,400.0,6,1618,1
1660,57.0,210.0,7,1618,1
1660,232.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,255.0,1240.0,3,1618,1
1630,363.0,953.0,4,1618,1
1630,114.0,130.0,5,1618,1
1630,115.0,400.0,6,1618,1
1630,63.0,210.0,7,1618,1
1630,239.0,700.0,8,1618,1
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,249.0,1240.0,3,1618,1
1660,270.0,953.0,4,1618,1
1660,119.0,130.0,5,1618,1
1660,106.0,400.0,6,1618,1
1660,62.0,210.0,7,1618,1
1660,266.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,236.0,1240.0,3,1618,0
1630,244.0,953.0,4,1618,1
1630,115.0,130.0,5,1618,1
1630,89.0,400.0,6,1618,1
1630,65.0,210.0,7,1618,1
1630,259.0,700.0,8,1618,1
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,217.0,1240.0,3,1618,0
1660,225.0,953.0,4,1618,1
1660,112.0,130.0,5,1618,1
1660,74.0,400.0,6,1618,0
1660,64.0,210.0,7,1618,1
1660,234.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,206.0,1240.0,3,1618,0
1630,220.0,953.0,4,1618,1
1630,111.0,130.0,5,1618,1
1630,61.0,400.0,6,1618,0
1630,60.0,210.0,7,1618,1
1630,193.0,700.0,8,1618,1
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,195.0,1240.0,3,1618,0
1660,171.0,953.0,4,1618,0
1660,103.0,130.0,5,1618,1
1660,52.0,400.0,6,1618,0
1660,51.0,210.0,7,1618,1
1660,156.0,700.0,8,1618,1
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,189.0,1240.0,3,1618,0
1630,162.0,953.0,4,1618,0
1630,97.0,130.0,5,1618,1
1630,46.0,400.0,6,1618,0
1630,49.0,210.0,7,1618,1
1630,137.0,700.0,8,1618,0
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,184.0,1240.0,3,1618,0
1660,147.0,953.0,4,1618,0
1660,93.0,130.0,5,1618,1
1660,43.0,400.0,6,1618,0
1660,48.0,210.0,7,1618,1
1660,106.0,700.0,8,1618,0
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,175.0,1240.0,3,1618,0
1630,129.0,953.0,4,1618,0
1630,98.0,130.0,5,1618,1
1630,34.0,400.0,6,1618,0
1630,39.0,210.0,7,1618,0
1630,86.0,700.0,8,1618,0
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,172.0,1240.0,3,1618,0
1660,110.0,953.0,4,1618,0
1660,95.0,130.0,5,1618,1
1660,26.0,400.0,6,1618,0
1660,37.0,210.0,7,1618,0
1660,72.0,700.0,8,1618,0
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,165.0,1240.0,3,1618,0
1630,66.0,953.0,4,1618,0
1630,91.0,130.0,5,1618,1
1630,20.0,400.0,6,1618,0
1630,35.0,210.0,7,1618,0
1630,68.0,700.0,8,1618,0
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,159.0,1240.0,3,1618,0
1660,23.0,953.0,4,1618,0
1660,94.0,130.0,5,1618,1
1660,20.0,400.0,6,1618,0
1660,33.0,210.0,7,1618,0
1660,67.0,700.0,8,1618,0
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,160.0,1240.0,3,1618,0
1630,23.0,953.0,4,1618,0
1630,91.0,130.0,5,1618,1
1630,19.0,400.0,6,1618,0
1630,33.0,210.0,7,1618,0
1630,64.0,700.0,8,1618,0
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,158.0,1240.0,3,1618,0
1660,11.0,953.0,4,1618,0
1660,88.0,130.0,5,1618,1
1660,19.0,400.0,6,1618,0
1660,33.0,210.0,7,1618,0
1660,63.0,700.0,8,1618,0
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,159.0,1240.0,3,1618,0
1630,11.0,953.0,4,1618,0
1630,81.0,130.0,5,1618,1
1630,19.0,400.0,6,1618,0
1630,33.0,210.0,7,1618,0
1630,63.0,700.0,8,1618,0
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,158.0,1240.0,3,1618,0
1660,11.0,953.0,4,1618,0
1660,81.0,130.0,5,1618,1
1660,19.0,400.0,6,1618,0
1660,31.0,210.0,7,1618,0
1660,63.0,700.0,8,1618,0
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,158.0,1240.0,3,1618,0
1630,11.0,953.0,4,1618,0
1630,79.0,130.0,5,1618,1
1630,19.0,400.0,6,1618,0
1630,31.0,210.0,7,1618,0
1630,62.0,700.0,8,1618,0
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,158.0,1240.0,3,1618,0
1660,11.0,953.0,4,1618,0
1660,72.0,130.0,5,1618,1
1660,19.0,400.0,6,1618,0
1660,30.0,210.0,7,1618,0
1660,62.0,700.0,8,1618,0
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,158.0,1240.0,3,1618,0
1630,11.0,953.0,4,1618,0
1630,72.0,130.0,5,1618,1
1630,19.0,400.0,6,1618,0
1630,30.0,210.0,7,1618,0
1630,62.0,700.0,8,1618,0
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,159.0,1240.0,3,1618,0
1660,11.0,953.0,4,1618,0
1660,65.0,130.0,5,1618,1
1660,19.0,400.0,6,1618,0
1660,30.0,210.0,7,1618,0
1660,61.0,700.0,8,1618,0
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,158.0,1240.0,3,1618,0
1630,11.0,953.0,4,1618,0
1630,63.0,130.0,5,1618,1
1630,19.0,400.0,6,1618,0
1630,30.0,210.0,7,1618,0
1630,62.0,700.0,8,1618,0
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,158.0,1240.0,3,1618,0
1660,11.0,953.0,4,1618,0
1660,57.0,130.0,5,1618,1
1660,19.0,400.0,6,1618,0
1660,29.0,210.0,7,1618,0
1660,61.0,700.0,8,1618,0
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,158.0,1240.0,3,1618,0
1630,11.0,953.0,4,1618,0
1630,57.0,130.0,5,1618,1
1630,19.0,400.0,6,1618,0
1630,29.0,210.0,7,1618,0
1630,61.0,700.0,8,1618,0
1660,11.0,953.0,4,1618,0
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,157.0,1240.0,3,1618,0
1660,55.0,130.0,5,1618,1
1660,19.0,400.0,6,1618,0
1660,29.0,210.0,7,1618,0
1660,61.0,700.0,8,1618,0
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,157.0,1240.0,3,1618,0
1630,13.0,953.0,4,1618,0
1630,53.0,130.0,5,1618,1
1630,19.0,400.0,6,1618,0
1630,30.0,210.0,7,1618,0
1630,61.0,700.0,8,1618,0
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,156.0,1240.0,3,1618,0
1660,15.0,953.0,4,1618,0
1660,51.0,130.0,5,1618,1
1660,19.0,400.0,6,1618,0
1660,29.0,210.0,7,1618,0
1660,61.0,700.0,8,1618,0
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,158.0,1240.0,3,1618,0
1630,18.0,953.0,4,1618,0
1630,47.0,130.0,5,1618,1
1630,19.0,400.0,6,1618,0
1630,29.0,210.0,7,1618,0
1630,61.0,700.0,8,1618,0
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,162.0,1240.0,3,1618,0
1660,24.0,953.0,4,1618,0
1660,51.0,130.0,5,1618,1
1660,25.0,400.0,6,1618,0
1660,28.0,210.0,7,1618,0
1660,60.0,700.0,8,1618,0
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,169.0,1240.0,3,1618,0
1630,29.0,953.0,4,1618,0
1630,57.0,130.0,5,1618,1
1630,31.0,400.0,6,1618,0
1630,28.0,210.0,7,1618,0
1630,59.0,700.0,8,1618,0
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
1660,178.0,1240.0,3,1618,0
1660,28.0,953.0,4,1618,0
1660,54.0,130.0,5,1618,1
1660,35.0,400.0,6,1618,0
1660,27.0,210.0,7,1618,0
1660,58.0,700.0,8,1618,0
1630,0.0,65.0,1,1618,0
1630,0.0,512.0,2,1618,0
1630,181.0,1240.0,3,1618,0
1630,35.0,953.0,4,1618,0
1630,60.0,130.0,5,1618,1
1630,45.0,400.0,6,1618,0
1630,29.0,210.0,7,1618,0
1630,56.0,700.0,8,1618,0
1660,0.0,65.0,1,1618,0
1660,0.0,512.0,2,1618,0
